quality_grade,observed_on_details.date,species_guess,public_positional_accuracy,taxon.name,geojson.coordinates,owners_identification_from_vision,identifications_count,num_identification_disagreements,location,place_guess,latitude,longitude
research,2019-06-23,Asian Lady Beetle,5.0,Harmonia axyridis,"[-0.552769, 51.263253]",False,1,0,"[51.263253, -0.552769]","Guildford, UK",51.263253,-0.552769
research,2019-06-23,Asian Lady Beetle,2.0,Harmonia axyridis,"[-0.552671429, 51.2633392281]",False,1,0,"[51.2633392281, -0.552671429]","Guildford, UK",51.2633392281,-0.552671429
research,2019-06-23,Asian Lady Beetle,2.0,Harmonia axyridis,"[-0.552671429, 51.2633392281]",False,1,0,"[51.2633392281, -0.552671429]","Guildford, UK",51.2633392281,-0.552671429
research,2021-03-14,Harlekin-Marienkäfer,26357.0,Harmonia axyridis,"[-4.147629258, 50.485729686]",True,2,0,"[50.485729686, -4.147629258]","Devon, England, GB",50.485729686,-4.147629258
research,2021-03-14,Asian Lady Beetle,65.0,Harmonia axyridis,"[-2.6429, 51.4952133333]",True,1,0,"[51.4952133333, -2.6429]","Grove Ave, Bristol, England, GB",51.4952133333,-2.6429
research,2021-03-13,Asian Lady Beetle,,Harmonia axyridis,"[-0.322195, 51.4357466667]",True,1,0,"[51.4357466667, -0.322195]","Riverside Dr, Richmond, England, GB",51.4357466667,-0.322195
research,2021-03-12,Harlequin Ladybird,26036.0,Harmonia axyridis,"[0.8631901884, 52.4212164957]",False,1,0,"[52.4212164957, 0.8631901884]","Norfolk, England, GB",52.4212164957,0.8631901884
research,2019-07-21,Harlekin-Marienkäfer,,Harmonia axyridis,"[-2.5291558667, 52.7079620917]",False,2,0,"[52.7079620917, -2.5291558667]","Dothill, Wellington, Telford TF1, UK",52.7079620917,-2.5291558667
research,2021-03-12,Asian Lady Beetle,6.0,Harmonia axyridis,"[-0.2583499935, 51.646120412]",True,1,0,"[51.646120412, -0.2583499935]","Borehamwood, UK",51.646120412,-0.2583499935
research,2021-02-15,Asian Lady Beetle,412.0,Harmonia axyridis,"[-1.1371288198, 52.9847534762]",True,1,0,"[52.9847534762, -1.1371288198]","Woodthorpe Park Nottingham, UK",52.9847534762,-1.1371288198
research,2021-03-09,Asian Lady Beetle,,Harmonia axyridis,"[-0.3196783333, 51.43208]",True,1,0,"[51.43208, -0.3196783333]","Thamesgate Close, Richmond, England, GB",51.43208,-0.3196783333
research,2021-03-09,Asian Lady Beetle,,Harmonia axyridis,"[-3.046956, 53.555188]",False,1,0,"[53.555188, -3.046956]","Formby, Liverpool L37, UK",53.555188,-3.046956
research,2021-03-07,Asian Lady Beetle,26.0,Harmonia axyridis,"[-0.9827153218, 53.9627274906]",True,2,0,"[53.9627274906, -0.9827153218]","Owlwood Lane, York, England, GB",53.9627274906,-0.9827153218
research,2021-03-07,Asian Lady Beetle,,Harmonia axyridis,"[-1.7163888889, 54.9802777778]",False,1,0,"[54.9802777778, -1.7163888889]","Lemington, Newcastle upon Tyne NE15, UK",54.9802777778,-1.7163888889
research,2019-06-23,Asian Lady Beetle,4.0,Harmonia axyridis,"[-0.5521113148, 51.2634960398]",False,1,0,"[51.2634960398, -0.5521113148]","Guildford, UK",51.2634960398,-0.5521113148
research,2021-03-06,Asian Lady Beetle,886.0,Harmonia axyridis,"[-2.9730028173, 53.3264504216]",False,2,0,"[53.3264504216, -2.9730028173]","Bromborough, Birkenhead, Wirral, UK",53.3264504216,-2.9730028173
research,2021-03-06,Asian Lady Beetle,244.0,Harmonia axyridis,"[-2.9738599584, 53.3273017756]",True,1,0,"[53.3273017756, -2.9738599584]","Bromborough, Birkenhead, Wirral, UK",53.3273017756,-2.9738599584
research,2021-03-06,Asian Lady Beetle,1799.0,Harmonia axyridis,"[-2.9718000166, 53.3273730428]",True,1,0,"[53.3273730428, -2.9718000166]","Bromborough, Birkenhead, Wirral, UK",53.3273730428,-2.9718000166
research,2019-04-24,Asian Lady Beetle,4260.0,Harmonia axyridis,"[-0.5586008728, 51.4243732149]",False,1,0,"[51.4243732149, -0.5586008728]","Egham TW20 0ES, UK",51.4243732149,-0.5586008728
research,2021-02-28,Asian Lady Beetle,25972.0,Harmonia axyridis,"[-1.2522313572, 52.8472206807]",False,2,0,"[52.8472206807, -1.2522313572]","England, GB",52.8472206807,-1.2522313572
research,2019-07-03,Asian Lady Beetle,7.0,Harmonia axyridis,"[0.1215909049, 52.2026256826]",True,2,0,"[52.2026256826, 0.1215909049]","Courtyard Building, Cambridge CB2 3EH, UK",52.2026256826,0.1215909049
research,2020-09-14,Asian Lady Beetle,80.0,Harmonia axyridis,"[-2.2744012624, 53.4736028769]",False,2,0,"[53.4736028769, -2.2744012624]","Ordsall District Centre, Salford M5 3HF, UK",53.4736028769,-2.2744012624
research,2021-02-28,Asian Lady Beetle,,Harmonia axyridis,"[-0.3838292797, 53.0449040697]",True,1,0,"[53.0449040697, -0.3838292797]","Ruskington, UK",53.0449040697,-0.3838292797
research,2021-02-28,Asian Lady Beetle,,Harmonia axyridis,"[-0.3838987997, 53.0449592]",True,1,0,"[53.0449592, -0.3838987997]","Ruskington, UK",53.0449592,-0.3838987997
research,2021-02-28,Asian Lady Beetle,,Harmonia axyridis,"[-1.9224972222, 52.4324583333]",False,1,0,"[52.4324583333, -1.9224972222]","Stirchley, Birmingham, UK",52.4324583333,-1.9224972222
research,2021-02-28,Asian Lady Beetle,4.0,Harmonia axyridis,"[-2.4812083333, 53.01085]",False,2,0,"[53.01085, -2.4812083333]","Audlem Road, Nantwich, England, GB",53.01085,-2.4812083333
research,2021-02-28,Asian Lady Beetle,,Harmonia axyridis,"[-2.1275000572, 52.4844436646]",True,2,0,"[52.4844436646, -2.1275000572]",West Midlands,52.4844436646,-2.1275000572
research,2018-06-11,Asian Lady Beetle,14.0,Harmonia axyridis,"[-2.8867844492, 53.5694045904]",False,2,0,"[53.5694045904, -2.8867844492]","Derby St West, Ormskirk L39 3NH, UK",53.5694045904,-2.8867844492
research,2021-02-27,Asian Lady Beetle,65.0,Harmonia axyridis,"[-2.3651257762, 51.3775475601]",False,3,0,"[51.3775475601, -2.3651257762]","Oak St, Bath, England, GB",51.3775475601,-2.3651257762
research,2021-02-27,Asian Lady Beetle,15.0,Harmonia axyridis,"[-1.5412827, 54.9037698]",False,2,0,"[54.9037698, -1.5412827]","Blackfell, Armstrong, Washington, UK",54.9037698,-1.5412827
research,2021-02-27,Asian Lady Beetle,6.0,Harmonia axyridis,"[-1.7053616667, 54.959575]",False,2,0,"[54.959575, -1.7053616667]","Shibdon Bank, Blaydon-On-Tyne, England, GB",54.959575,-1.7053616667
research,2021-02-27,Asian Lady Beetle,25908.0,Harmonia axyridis,"[-1.4170857053, 53.3988736802]",True,1,0,"[53.3988736802, -1.4170857053]","England, GB",53.3988736802,-1.4170857053
research,2021-02-26,Asian Lady Beetle,15.0,Harmonia axyridis,"[-1.6993283333, 54.978325]",True,2,0,"[54.978325, -1.6993283333]","Melrose Close, Newcastle Upon Tyne, England, GB",54.978325,-1.6993283333
research,2019-06-16,Asian Lady Beetle,31.0,Harmonia axyridis,"[-0.563435, 51.303333]",False,1,0,"[51.303333, -0.563435]","Woking, UK",51.303333,-0.563435
research,2019-06-16,Asian Lady Beetle,7.0,Harmonia axyridis,"[-0.5610617864, 51.3071294822]",False,2,0,"[51.3071294822, -0.5610617864]","Woking, UK",51.3071294822,-0.5610617864
research,2021-02-25,Catarina asiática,24.0,Harmonia axyridis,"[-2.7783383333, 52.718145]",True,2,0,"[52.718145, -2.7783383333]","Shrewsbury, Shrewsbury, England, GB",52.718145,-2.7783383333
research,2021-02-25,Asian Lady Beetle,6.0,Harmonia axyridis,"[-0.0448333333, 51.4454466667]",True,1,0,"[51.4454466667, -0.0448333333]","Bovill Road, London, England, GB",51.4454466667,-0.0448333333
research,2021-02-24,Harlekin-Marienkäfer,65.0,Harmonia axyridis,"[-2.7429641184, 52.7077143658]",True,2,0,"[52.7077143658, -2.7429641184]","Abbey, Shrewsbury, UK",52.7077143658,-2.7429641184
research,2019-05-06,Harlekin-Marienkäfer,26196.0,Harmonia axyridis,"[-2.5460082131, 51.4741620517]",,2,0,"[51.4741620517, -2.5460082131]","England, GB",51.4741620517,-2.5460082131
research,2021-02-22,Asian Lady Beetle,,Harmonia axyridis,"[-3.0290186997, 50.7719385997]",False,3,0,"[50.7719385997, -3.0290186997]","Kilmington, Axminster EX13, UK",50.7719385997,-3.0290186997
research,2021-02-21,Asian Lady Beetle,16.0,Harmonia axyridis,"[-1.541313, 54.9036655]",False,2,0,"[54.9036655, -1.541313]","Tyne and Wear, England, GB",54.9036655,-1.541313
research,2021-02-21,Asian Lady Beetle,8.0,Harmonia axyridis,"[-1.54129615, 54.90365496]",False,2,0,"[54.90365496, -1.54129615]","Tyne and Wear, England, GB",54.90365496,-1.54129615
research,2021-02-20,Asian Lady Beetle,132.0,Harmonia axyridis,"[-1.50135973, 53.3716594265]",False,2,0,"[53.3716594265, -1.50135973]","Betjeman Gardens, Sheffield, England, GB",53.3716594265,-1.50135973
research,2019-06-08,Asian Lady Beetle,12.0,Harmonia axyridis,"[-0.5620847983, 51.306328178]",False,1,0,"[51.306328178, -0.5620847983]","Woking, UK",51.306328178,-0.5620847983
research,2021-02-16,Harlekin-Marienkäfer,,Harmonia axyridis,"[0.39696167, 51.18110333]",True,2,0,"[51.18110333, 0.39696167]",Tonbridge,51.18110333,0.39696167
research,2021-02-19,Asian Lady Beetle,16.0,Harmonia axyridis,"[-2.7536916667, 52.7066033333]",False,2,0,"[52.7066033333, -2.7536916667]","College Hill, Shrewsbury, England, GB",52.7066033333,-2.7536916667
research,2021-02-18,Asian Lady Beetle,32.0,Harmonia axyridis,"[0.3324916667, 50.911155]",True,1,0,"[50.911155, 0.3324916667]","High Weald AONB, Hailsham, England, GB",50.911155,0.3324916667
research,2019-07-21,Harlekin-Marienkäfer,380.0,Harmonia axyridis,"[-2.1641158685, 52.468092922]",True,2,0,"[52.468092922, -2.1641158685]","Stourbridge DY8, UK",52.468092922,-2.1641158685
research,2021-02-17,Harlekin-Marienkäfer,65.0,Harmonia axyridis,"[-1.6913427457, 54.0293265187]",False,4,0,"[54.0293265187, -1.6913427457]","Nidderdale AONB, Harrogate, England, GB",54.0293265187,-1.6913427457
research,2021-02-17,Asian Lady Beetle,65.0,Harmonia axyridis,"[-2.728745, 53.755705]",True,1,0,"[53.755705, -2.728745]","Round Wood, Preston, England, GB",53.755705,-2.728745
research,2021-02-16,Harlekin-Marienkäfer,6.0,Harmonia axyridis,"[-2.76412, 52.71343333]",True,2,0,"[52.71343333, -2.76412]","The Mount, Shrewsbury, England, GB",52.71343333,-2.76412
research,2021-02-14,Coccinelle asiatique,27.0,Harmonia axyridis,"[-2.7533699535, 52.7065540223]",True,2,0,"[52.7065540223, -2.7533699535]","Old St.Chads, Shrewsbury, UK",52.7065540223,-2.7533699535
research,2021-02-14,Harlekin-Marienkäfer,27.0,Harmonia axyridis,"[-2.7533699535, 52.7065540223]",False,2,0,"[52.7065540223, -2.7533699535]","Old St.Chads, Shrewsbury, UK",52.7065540223,-2.7533699535
research,2020-11-21,Asian Lady Beetle,,Harmonia axyridis,"[-3.4817847222, 50.9899313889]",False,3,0,"[50.9899313889, -3.4817847222]","Bampton, Tiverton EX16, UK",50.9899313889,-3.4817847222
research,2020-04-05,Harlekin-Marienkäfer,25908.0,Harmonia axyridis,"[-1.47600761, 53.3471408401]",False,3,1,"[53.3471408401, -1.47600761]","England, GB",53.3471408401,-1.47600761
research,2019-06-08,Asian Lady Beetle,13.0,Harmonia axyridis,"[-0.5608622705, 51.3072852187]",False,1,0,"[51.3072852187, -0.5608622705]","Woking, UK",51.3072852187,-0.5608622705
research,2021-02-13,Asian Lady Beetle,7.0,Harmonia axyridis,"[-0.09943998, 53.54889143]",,2,0,"[53.54889143, -0.09943998]","Nunsthorpe, Grimsby DN33, UK",53.54889143,-0.09943998
research,2021-02-08,Asian Lady Beetle,64.0,Harmonia axyridis,"[-1.5323306234, 52.3003844017]",,2,0,"[52.3003844017, -1.5323306234]","The Cotswolds, Leamington Spa, England, GB",52.3003844017,-1.5323306234
research,2021-02-05,Harlekin-Marienkäfer,28.0,Harmonia axyridis,"[-2.0805438, 52.5042043]",False,1,0,"[52.5042043, -2.0805438]","West Midlands, England, GB",52.5042043,-2.0805438
research,2021-02-04,Asian Lady Beetle,65.0,Harmonia axyridis,"[-0.1475360166, 51.6252781411]",,2,0,"[51.6252781411, -0.1475360166]","Brunswick Park Road, London, England, GB",51.6252781411,-0.1475360166
research,2021-02-03,Asian Lady Beetle,7.0,Harmonia axyridis,"[-4.19827293, 50.98770897]",False,1,0,"[50.98770897, -4.19827293]","Weare Giffard, Bideford EX39 5JB, UK",50.98770897,-4.19827293
research,2021-02-02,Harlekin-Marienkäfer,,Harmonia axyridis,"[0.3525842128, 51.1795234678]",False,2,0,"[51.1795234678, 0.3525842128]","Tonbridge TN12 6TT, UK",51.1795234678,0.3525842128
research,2021-02-02,Asian Lady Beetle,,Harmonia axyridis,"[0.3525846003, 51.1795196531]",False,1,0,"[51.1795196531, 0.3525846003]","Tonbridge TN12 6TT, UK",51.1795196531,0.3525846003
research,2021-02-01,Harlekin-Marienkäfer,65.0,Harmonia axyridis,"[-3.4440978647, 50.7667635445]",True,2,0,"[50.7667635445, -3.4440978647]","Queens Sq, Exeter, England, GB",50.7667635445,-3.4440978647
research,2021-01-29,Asian Lady Beetle,25908.0,Harmonia axyridis,"[-1.5147719998, 53.2590148646]",True,1,0,"[53.2590148646, -1.5147719998]","England, GB",53.2590148646,-1.5147719998
research,2020-08-21,Asian Lady Beetle,4.0,Harmonia axyridis,"[-0.5340653658, 51.3317847617]",True,1,0,"[51.3317847617, -0.5340653658]","Woking, UK",51.3317847617,-0.5340653658
research,2020-08-13,Asian Lady Beetle,3.0,Harmonia axyridis,"[-0.5340707302, 51.3317897893]",False,1,0,"[51.3317897893, -0.5340707302]","Woking, UK",51.3317897893,-0.5340707302
research,2021-01-23,Asian Lady Beetle,13.0,Harmonia axyridis,"[-4.1252772, 50.3816199]",False,2,0,"[50.3816199, -4.1252772]","Ashford Hill, Mutley, Plymouth PL4, UK",50.3816199,-4.1252772
research,2021-01-20,Harlequin Ladybird,,Harmonia axyridis,"[-0.32163, 51.43427]",True,4,0,"[51.43427, -0.32163]","Richmond upon Thames, Richmond, England, GB",51.43427,-0.32163
research,2021-01-18,Asian Lady Beetle,5.0,Harmonia axyridis,"[-0.3795083333, 53.753005]",True,2,0,"[53.753005, -0.3795083333]","Hull Western Cemetery, Hull, England, GB",53.753005,-0.3795083333
research,2021-01-16,Asian Lady Beetle,20.0,Harmonia axyridis,"[-1.7948974, 53.7155166]",,2,0,"[53.7155166, -1.7948974]","Well Green Lane Coach Rd, Brighouse HD6 2NS, UK",53.7155166,-1.7948974
research,2020-09-29,Harlekin-Marienkäfer,35161.0,Harmonia axyridis,"[-3.2218014834, 51.7001661555]",True,2,0,"[51.7001661555, -3.2218014834]","Wales, GB",51.7001661555,-3.2218014834
research,2020-09-28,Asian Lady Beetle,3565.0,Harmonia axyridis,"[-1.5614525, 55.0228072]",True,4,0,"[55.0228072, -1.5614525]","Newcastle upon Tyne NE12, UK",55.0228072,-1.5614525
research,2021-01-09,Harlekin-Marienkäfer,4.0,Harmonia axyridis,"[-0.68122, 51.9192966667]",True,3,0,"[51.9192966667, -0.68122]","Mowbray Dr, Leighton Buzzard, England, GB",51.9192966667,-0.68122
research,2021-01-09,Harlekin-Marienkäfer,4.0,Harmonia axyridis,"[-0.681255, 51.91928]",True,3,0,"[51.91928, -0.681255]","Mowbray Dr, Leighton Buzzard, England, GB",51.91928,-0.681255
research,2021-01-07,Harlekinmariehøne,25908.0,Harmonia axyridis,"[-2.5931466932, 53.3792419967]",False,1,0,"[53.3792419967, -2.5931466932]","England, GB",53.3792419967,-2.5931466932
research,2020-10-20,Asian Lady Beetle,9.0,Harmonia axyridis,"[-0.0421221667, 51.4487283333]",True,2,0,"[51.4487283333, -0.0421221667]","Honor Oak Park, London, England, GB",51.4487283333,-0.0421221667
research,2020-09-05,Harlekin-Marienkäfer,4.0,Harmonia axyridis,"[0.2680362724, 51.1400276028]",False,3,0,"[51.1400276028, 0.2680362724]","Monkeypuzzle, Kent, UK",51.1400276028,0.2680362724
research,2021-01-03,Asian Lady Beetle,65.0,Harmonia axyridis,"[-0.6742841178, 51.2223807405]",True,2,0,"[51.2223807405, -0.6742841178]","Surrey, England, GB",51.2223807405,-0.6742841178
research,2021-01-02,Veelkleurig Aziatisch lieveheersbeestje,,Harmonia axyridis,"[-1.5176388889, 53.4149055556]",,2,0,"[53.4149055556, -1.5176388889]","Sheffield S6, UK",53.4149055556,-1.5176388889
research,2021-01-01,Asian Lady Beetle,38529.0,Harmonia axyridis,"[1.276390146, 52.5916623796]",True,1,0,"[52.5916623796, 1.276390146]","Old Markshall Farm Road, South Norfolk, England, GB",52.5916623796,1.276390146
research,2020-12-29,Asian Lady Beetle,5.0,Harmonia axyridis,"[-1.7829333333, 52.4189533333]",False,3,0,"[52.4189533333, -1.7829333333]","Warwick Road, Solihull, England, GB",52.4189533333,-1.7829333333
research,2020-12-27,Asian Lady Beetle,22.0,Harmonia axyridis,"[-0.3206884932, 51.4338557897]",True,2,0,"[51.4338557897, -0.3206884932]","Riverside Dr, Richmond, England, GB",51.4338557897,-0.3206884932
research,2020-12-27,Harlekin-Marienkäfer,65.0,Harmonia axyridis,"[0.9848916667, 52.81117]",True,4,1,"[52.81117, 0.9848916667]","Church Road, Dereham, England, GB",52.81117,0.9848916667
research,2020-12-26,Harlekin-Marienkäfer,12.0,Harmonia axyridis,"[1.4483135508, 52.077208034]",False,3,0,"[52.077208034, 1.4483135508]","Suffolk, England, GB",52.077208034,1.4483135508
research,2019-06-02,Harlekin-Marienkäfer,20.0,Harmonia axyridis,"[-0.569539, 51.299575]",False,2,0,"[51.299575, -0.569539]","Woking, UK",51.299575,-0.569539
research,2019-05-21,Harlekin-Marienkäfer,15.0,Harmonia axyridis,"[-2.8889788315, 53.2302805293]",False,2,0,"[53.2302805293, -2.8889788315]","Chester CH2 4BB, UK",53.2302805293,-2.8889788315
research,2020-09-15,Harlekin-Marienkäfer,,Harmonia axyridis,"[-1.58, 54.5397222222]",True,1,0,"[54.5397222222, -1.58]","Sandriggs, Darlington DL3 0TN, UK",54.5397222222,-1.58
research,2019-06-02,Harlekin-Marienkäfer,8.0,Harmonia axyridis,"[-0.561102408, 51.3071068656]",False,2,0,"[51.3071068656, -0.561102408]","Woking, UK",51.3071068656,-0.561102408
research,2019-06-02,Asian Lady Beetle,8.0,Harmonia axyridis,"[-0.560565, 51.307442]",False,1,0,"[51.307442, -0.560565]","Woking, UK",51.307442,-0.560565
research,2020-12-22,Asian Lady Beetle,27.0,Harmonia axyridis,"[-1.7906511202, 53.8469313736]",False,1,0,"[53.8469313736, -1.7906511202]","West Lane Dene Hill, Baildon, Shipley BD17 5BB, UK",53.8469313736,-1.7906511202
research,2020-12-16,Harlequin Ladybird,,Harmonia axyridis,"[-0.3839850425, 53.0449748039]",False,3,0,"[53.0449748039, -0.3839850425]","Ruskington, UK",53.0449748039,-0.3839850425
research,2020-12-15,Asian Lady Beetle,14.0,Harmonia axyridis,"[-2.867874755, 53.5712327145]",True,7,1,"[53.5712327145, -2.867874755]",Ormskirk,53.5712327145,-2.867874755
research,2020-10-24,Asian Lady Beetle,15.0,Harmonia axyridis,"[-2.0975081709, 53.358531068]",True,1,0,"[53.358531068, -2.0975081709]","Cheshire East, UK",53.358531068,-2.0975081709
research,2020-12-13,Harlekin-Marienkäfer,,Harmonia axyridis,"[-0.322945, 51.4323366667]",True,1,0,"[51.4323366667, -0.322945]","Lock House, Teddington, England, GB",51.4323366667,-0.322945
research,2020-05-21,Asian Lady Beetle,486.0,Harmonia axyridis,"[-2.5307147, 51.4424392]",False,3,0,"[51.4424392, -2.5307147]","29 Eastwood Rd, Brislington, Bristol BS4 4SP, UK",51.4424392,-2.5307147
research,2020-05-21,Harlekin-Marienkäfer,486.0,Harmonia axyridis,"[-2.5307147, 51.4424392]",False,3,0,"[51.4424392, -2.5307147]","29 Eastwood Rd, Brislington, Bristol BS4 4SP, UK",51.4424392,-2.5307147
research,2020-05-21,Harlekin-Marienkäfer,486.0,Harmonia axyridis,"[-2.5307147, 51.4424392]",False,2,0,"[51.4424392, -2.5307147]","29 Eastwood Rd, Brislington, Bristol BS4 4SP, UK",51.4424392,-2.5307147
research,2020-05-20,Asian Lady Beetle,276.0,Harmonia axyridis,"[-2.6278553, 51.4549089]",False,3,0,"[51.4549089, -2.6278553]","Bridge Rd, Leigh Woods, Bristol BS8 3PA, UK",51.4549089,-2.6278553
research,2020-12-13,Harlekin-Marienkäfer,14.0,Harmonia axyridis,"[-1.7515564, 53.9121177]",,2,0,"[53.9121177, -1.7515564]","Burley in Wharfedale, Ilkley, UK",53.9121177,-1.7515564
research,2020-12-13,Harlekin-Marienkäfer,,Harmonia axyridis,"[-0.3232166667, 51.4319616667]",True,1,0,"[51.4319616667, -0.3232166667]","Lock House, Teddington, England, GB",51.4319616667,-0.3232166667
research,2020-12-13,Asian Lady Beetle,,Harmonia axyridis,"[-0.3232166667, 51.4319616667]",True,2,0,"[51.4319616667, -0.3232166667]","Lock House, Teddington, England, GB",51.4319616667,-0.3232166667
research,2020-12-13,Harlekin-Marienkäfer,,Harmonia axyridis,"[-0.3232133333, 51.4319633333]",True,1,0,"[51.4319633333, -0.3232133333]","Lock House, Teddington, England, GB",51.4319633333,-0.3232133333
research,2020-12-13,Asian Lady Beetle,,Harmonia axyridis,"[-0.3229783333, 51.4319833333]",True,1,0,"[51.4319833333, -0.3229783333]","Lock House, Teddington, England, GB",51.4319833333,-0.3229783333
research,2020-12-13,Harlekin-Marienkäfer,,Harmonia axyridis,"[-0.3243416667, 51.4324633333]",True,1,0,"[51.4324633333, -0.3243416667]","Lock House, Teddington, England, GB",51.4324633333,-0.3243416667
research,2020-12-12,Asian Lady Beetle,101.0,Harmonia axyridis,"[-1.1502748, 52.9518592]",True,2,0,"[52.9518592, -1.1502748]",Nottingham,52.9518592,-1.1502748
research,2019-06-22,Harlekin-Marienkäfer,22.0,Harmonia axyridis,"[-1.4464951361, 53.5650760028]",False,2,0,"[53.5650760028, -1.4464951361]","Meadow Dr, Barnsley, England, GB",53.5650760028,-1.4464951361
research,2020-12-10,Harlekin-Marienkäfer,65.0,Harmonia axyridis,"[-1.3868440438, 50.929100419]",True,1,0,"[50.929100419, -1.3868440438]","Arnold Road, Southampton, England, GB",50.929100419,-1.3868440438
research,2019-06-04,Harlekin-Marienkäfer,,Harmonia axyridis,"[-2.460293, 50.619396]",False,1,0,"[50.619396, -2.460293]","Weymouth and Portland District, England, UK",50.619396,-2.460293
research,2020-11-10,Asian Lady Beetle,,Harmonia axyridis,"[-1.3425416667, 54.2386611111]",,4,0,"[54.2386611111, -1.3425416667]","North Yorkshire, England, GB",54.2386611111,-1.3425416667
research,2020-12-04,Asian Lady Beetle,67.0,Harmonia axyridis,"[-1.9273983878, 52.4211802481]",False,2,0,"[52.4211802481, -1.9273983878]","Cotteridge Park, Birmingham, England, GB",52.4211802481,-1.9273983878
research,2020-06-01,Harlekin-Marienkäfer,20.0,Harmonia axyridis,"[-8.4456508979, 51.8912842837]",False,2,0,"[51.8912842837, -8.4456508979]","Belfield, stop 246591, Ballintemple, Cork, Co. Cork, Ireland",51.8912842837,-8.4456508979
research,2020-11-30,Asian Lady Beetle,22.0,Harmonia axyridis,"[-0.3211814477, 51.4317258491]",True,1,0,"[51.4317258491, -0.3211814477]","Teddington Lock, Richmond, England, GB",51.4317258491,-0.3211814477
research,2020-11-25,Asian Lady Beetle,57.0,Harmonia axyridis,"[-1.9726252507, 52.4784023202]",False,1,0,"[52.4784023202, -1.9726252507]","Ethel Street, Bearwood",52.4784023202,-1.9726252507
research,2020-11-13,Asian Lady Beetle,977.0,Harmonia axyridis,"[-0.7945505818, 51.2370181946]",True,4,1,"[51.2370181946, -0.7945505818]","Alma Lane, Farnham, England, GB",51.2370181946,-0.7945505818
research,2020-11-17,Asian Lady Beetle,25908.0,Harmonia axyridis,"[-2.9483816952, 53.2468841039]",False,1,0,"[53.2468841039, -2.9483816952]","England, GB",53.2468841039,-2.9483816952
research,2020-11-24,Asian Lady Beetle,7.0,Harmonia axyridis,"[-0.3231883333, 51.4317133333]",True,1,0,"[51.4317133333, -0.3231883333]","Lock House, Teddington, England, GB",51.4317133333,-0.3231883333
research,2020-11-24,Asian Lady Beetle,,Harmonia axyridis,"[-0.3208466667, 51.4320783333]",True,1,0,"[51.4320783333, -0.3208466667]","Teddington Lock, Richmond, England, GB",51.4320783333,-0.3208466667
research,2020-11-23,Asian Lady Beetle,22.0,Harmonia axyridis,"[-0.3200250552, 51.433179817]",True,1,0,"[51.433179817, -0.3200250552]","Teddington Lock, Richmond, England, GB",51.433179817,-0.3200250552
research,2020-11-23,Asian Lady Beetle,15490.0,Harmonia axyridis,"[0.6292935292, 50.8853763418]",False,1,0,"[50.8853763418, 0.6292935292]","High Weald AONB, Hastings, England, GB",50.8853763418,0.6292935292
research,2020-08-15,Asian Lady Beetle,31.0,Harmonia axyridis,"[-0.5649344161, 53.2331666938]",True,2,0,"[53.2331666938, -0.5649344161]","Lincoln, UK",53.2331666938,-0.5649344161
research,2020-11-22,Asian Lady Beetle,70.0,Harmonia axyridis,"[-2.9005009308, 53.4283104964]",True,1,0,"[53.4283104964, -2.9005009308]","Liverpool L12, UK",53.4283104964,-2.9005009308
research,2020-11-22,Harlekin-Marienkäfer,128.0,Harmonia axyridis,"[-2.8689825, 51.4338687]",True,4,1,"[51.4338687, -2.8689825]",North Somerset,51.4338687,-2.8689825
research,2019-05-14,Asian Lady Beetle,742.0,Harmonia axyridis,"[-0.3029736, 51.0735778]",False,1,0,"[51.0735778, -0.3029736]","Roffey, Horsham, UK",51.0735778,-0.3029736
research,2020-11-21,Harlekin-Marienkäfer,,Harmonia axyridis,"[-0.3212383333, 51.434005]",True,1,0,"[51.434005, -0.3212383333]","Richmond upon Thames, Richmond, England, GB",51.434005,-0.3212383333
research,2020-11-20,Asian Lady Beetle,,Harmonia axyridis,"[-1.1234416667, 52.9804777778]",False,1,0,"[52.9804777778, -1.1234416667]","Porchester, Nottingham NG3, UK",52.9804777778,-1.1234416667
research,2020-04-10,Asian Lady Beetle,152.0,Harmonia axyridis,"[-0.5513058417, 53.2414173196]",True,1,0,"[53.2414173196, -0.5513058417]","Lincoln, UK",53.2414173196,-0.5513058417
research,2020-10-30,Harlekin-Marienkäfer,,Harmonia axyridis,"[-0.3463528778, 51.7474570389]",False,2,0,"[51.7474570389, -0.3463528778]","St Albans AL1 2DJ, UK",51.7474570389,-0.3463528778
research,2020-11-17,Asian Lady Beetle,8.0,Harmonia axyridis,"[-0.3667734437, 53.7740744642]",True,2,0,"[53.7740744642, -0.3667734437]","Hull, UK",53.7740744642,-0.3667734437
research,2020-11-17,Asian Lady Beetle,174.0,Harmonia axyridis,"[-1.4522307739, 53.7575109483]",True,2,0,"[53.7575109483, -1.4522307739]",Northwood Park,53.7575109483,-1.4522307739
research,2020-11-17,Asian Lady Beetle,,Harmonia axyridis,"[-1.4896194444, 53.3817666667]",,2,0,"[53.3817666667, -1.4896194444]","Centre for Stem Cell Biology Alfred Denny Building The University of Sheffield Western Bank, Sheffield S10 2TN, UK",53.3817666667,-1.4896194444
research,2020-11-17,Asian Lady Beetle,65.0,Harmonia axyridis,"[-1.1922401723, 53.0260180053]",False,2,0,"[53.0260180053, -1.1922401723]","Jenny Burton Way, Nottingham, England, GB",53.0260180053,-1.1922401723
